query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
5,Protocols for isolating cell nuclei,Radioactive nuclides  (radioactive nuclides) are a set of nuclides that are present in radioactive atom,CorrelationGECO,50,0.001,what are radioactive nuclides,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,m. The nucleoid (nucleoid) region of the prokaryotic karyosome is.,CorrelationGECO,50,0.001,what is the nucleoid region of a prokaryotic cell?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,bcd budget number is for a budget of 1/-001 or 1/-001 and can be used to get a budget invoice,CorrelationGECO,50,0.001,bcd number for budget,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,known by the name No2. No2 is the name for a chemical named n-adromium (Chesium n-,CorrelationGECO,50,0.001,what is the name for No2,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,physics              second definition,CorrelationGECO,50,0.001,second definition physics,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,Cf29 is a cytoplasmic globulin and a fecal-tubulin system such as Cf31,CorrelationGECO,50,0.001,what is cf29,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,how to enter a fan base is to enter your fan base. Enter your base by entering a blog and securing a large following,CorrelationGECO,50,0.001,how to enter fan base,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,Aqua sofra scuccia fassa Aqua tofana (a.k.a. Aqua s,CorrelationGECO,50,0.001,aqua toffana,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,"a definition of fnp-c, a set of proteins with a function in C and C++. Fnp-c",CorrelationGECO,50,0.001,define fnp-c,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,"which insurance type of insurance is Alliance Managed Second Insurance, Alliance Managed Medicare is a neo-neutral heirloom and",CorrelationGECO,50,0.001,what type of insurance is alliance second managed medicare,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,area code 602         is in the Northern Mariana-Penseco area,CorrelationGECO,50,0.001,where is the 602 area code,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,of each file in Fanuc is to do a backup for each file in a backup function and to do a backup for the corresponding,CorrelationGECO,50,0.001,what is each file for fanuc do in a backup,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,the relationship between chromosomes and dna chromosomes (dna chromosomes) and genes,CorrelationGECO,50,0.001,what is the relationship between chromosomes dna and genes,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,process of oxidation is required to oxidize glucose to a glucose molecule and then to a glucose steroid or a sugar,CorrelationGECO,50,0.001,what process is needed to oxidation of glucose,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"problems that can occur with RNA splicing and dilation, splicing and dicing can occur at a time",CorrelationGECO,50,0.001,problems that can occur with rna dicing and splicing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,tells which species is ---- and which is --- which is oxidized,CorrelationGECO,50,0.001,how to tell which species is oxidized and reduced,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,cause of positive dsDNA. These dsDNAs are positive when the cytochrome mRNA (DSDSna),CorrelationGECO,50,0.001,causes of positive dsdna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,structure of cgse dsc dsc dsc dsc dsc dsc,CorrelationGECO,50,0.001,structure of dna gcse,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"the inputs of oxidative ets, ets, and octadienes. For oxidative",CorrelationGECO,50,0.001,what are the inputs of oxidative ets,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,DENaturation process (denaturation of a nascent atom and denaturant enzyma) of DNA,CorrelationGECO,50,0.001,denaturation process of dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,regulating adnase. Regulatory adnase is a device to control the expression of DNA and DNA,CorrelationGECO,50,0.001,what is regulating dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"cortisol release and adrenocortic stress, and cortisol-relief as well as stress and a",CorrelationGECO,50,0.001,cortisol release and stress,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,", , , , , ,  Cancer is curable after a cystoscopy",CorrelationGECO,50,0.001,is cancer curable after a cystoscopy,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"type of cancer, it was Dr. Daniel Dolan Amen who died of a cytidal-cancer colitis",CorrelationGECO,50,0.001,what kind of cancer did dr daniel amen die of,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,is Apple dnase        the same as human dnas,CorrelationGECO,50,0.001,is apple dna the same as human dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"is cancer, inherited from father to son, sex, and family lineage, cancer is a hereditary disease – it is",CorrelationGECO,50,0.001,is cancer is hereditary disease,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"what role genetics play in addiction is a known role in addiction, and it is speculated that it may contribute to a decrease in lib",CorrelationGECO,50,0.001,what role does genetics play in addiction,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,re-adhesive adrenaline. Cells that repair mitochondrial DNA or mRNA are able to repair,CorrelationGECO,50,0.001,what repairs mitochondrial dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"from a cat, cancer started as a pathogen that ate a fragment of blood and released the oxygen that was carrying the genes called cancer",CorrelationGECO,50,0.001,how did cancer start,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"by how telomeres enable cancer cells, telomeres enables the cells of cancerous cells to be able to do so",CorrelationGECO,50,0.001,how does telomeres enable cancer cells,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,role that genes (and the effects of mRNA and octogenes on skin) have on skin color and environment plays a,CorrelationGECO,50,0.001,what role do genes and the environment have on skin color,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"(Smae 88, p. 123). Cancers are inherited, as are the inheritance of cancer and other cancer-related",CorrelationGECO,50,0.001,are cancer inherited,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,mallory pappal pappal pappal pappal () is of American nationality and is the name Wallace,CorrelationGECO,50,0.001,what nationality is mallory pugh,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"(also known as motifs) is a group of woven textiles that appears in the third book of the novel ""On Wed Lucy""",CorrelationGECO,50,0.001,what is motifs,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,The Full Monty The Full Monty is a show in the 'Middleton' range. It means a little hay,CorrelationGECO,50,0.001,what is the full monty mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,(known as mmk) is a melo,CorrelationGECO,50,0.001,what is mmk ,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,the stapled mucopexy is a pulsatile amorphous fluid syringed with a stick mucop,CorrelationGECO,50,0.001,what is stapled mucopexy,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"of motherly (i.e. a person of child, parent, sex, dwelling, rationing) define mother",CorrelationGECO,50,0.001,defintion of motherly,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"; mull, meaning",CorrelationGECO,50,0.001,meaning of mull,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,when a child is diagnosed with a motor neurone disease; MOT stands for Occupational Therapy; mot obflux stands for,CorrelationGECO,50,0.001,occupational therapy what is mot stand for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"stands for 'Mountain Mountain', a stand for 'Mountain Sensational Charge' and 'M",CorrelationGECO,50,0.001,what does mt stand for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"located at the heart of the Roanoke-Luca-Empham shopping center, Muncy PA is located in the United States and is",CorrelationGECO,50,0.001,where is muncy pa located,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,known as Bill nye Bill nye is a scientist and a group of current and future world leaders at the Discovery Museum of,CorrelationGECO,50,0.001,who is bill nye,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,Snip (biometal synthesis) Snip (short snip) is a standardized medical device that is,CorrelationGECO,50,0.001,what is snip,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,not,CorrelationGECO,50,0.001,definition notal,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,Neopterin Neopterin (or nephteopterin) is a molecule of ionobacteria,CorrelationGECO,50,0.001,what is neopterin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"a teddy bear he wore to the moon, and on what was the first trip of ""Neil Armstrong"" to take",CorrelationGECO,50,0.001,what did neil armstrong take to the moon on his first trip,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"Known as The Nida, nida is a neo-pagan and a global lingu",CorrelationGECO,50,0.001,who is the nida,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,sha1 is a super-enabled property clone of RSA1 called SHA1 and SHA1. SHA1,CorrelationGECO,50,0.001,what is sha1,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,#NDC #NDC is a shopping mall of the United States of America. #NDC is known as #Voyager. It,CorrelationGECO,50,0.001,what is ndc #,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"a nascent rocket, the nask-silver NR-232, which was the first NASA",CorrelationGECO,50,0.001,what was the first nasa rocket,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,nalgene is a natural odour-containing organic water and a product known as NALDGE. NALDGE is,CorrelationGECO,50,0.001,what is nalgene,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"cancer merkel cell carcinoma merkel cell carcinoma, a refractory merkel-citidotid",CorrelationGECO,50,0.001,cancer merkel cell carcinoma,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,origin of bombogenesis (e.g. Arcadia-Rossberg and Arcadia-Roch) is the origin of,CorrelationGECO,50,0.001,what is the origin of bombogenesis,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,-cells in your hair are the kind of cells that we eat and lipids that we get when we live in our hair,CorrelationGECO,50,0.001,what kinda cells our in your hair,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"cells, the waxy layer is a layer of cells in the eukaryotic brain, follicles, capsules and tissue",CorrelationGECO,50,0.001,what is the waxy layer of cells,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"because of the high oxidation and toxicity of aromatic amines and their resistance to cancer, amines are carcino",CorrelationGECO,50,0.001,why are aromatic amines carcinogenic,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"do not have a high risk of cancer, but the American Cancer Institute (UCI) recommends that ramen noodles give cancer-defic",CorrelationGECO,50,0.001,does ramen noodles give cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"(tumor hormone), a -carotene hormone causes tumour growth and a -adrenergic tumour",CorrelationGECO,50,0.001,which hormone causes tumour growth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"sarcomas originate from the sarcoid sclerosis quiz pancreas, which in turn originates from",CorrelationGECO,50,0.001,from what do sarcomas originate quizlet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,a 'carbonless forms' means that the form is not eruptive and does not meet the 'droopyforms,CorrelationGECO,50,0.001,what does it mean by carbonless forms,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"because elephants do not have a lot of thalassosine and thalassose, they are not getting cancer",CorrelationGECO,50,0.001,why do elephants not get cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,hormones naturally in bangla cdia & bolga & adipose . Other natural hormones,CorrelationGECO,50,0.001,hormones naturally in bangla,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,hulk's DNA and he-wound resistance codes are X860 and X991 genetic,CorrelationGECO,50,0.001,what are hulk's dna genetic code,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"a dose of versed IV after vs action is the peak onset of action at a dose of 200,000 mB. This",CorrelationGECO,50,0.001,what is the peak onset of action after an iv dose of versed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"FDA approval for sirukumab, ad na fadhuda p d - approved",CorrelationGECO,50,0.001,sirukumab fda approval,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"serotonin is involved in the regulation, primarily the -adhesin and -aphre",CorrelationGECO,50,0.001,serotonin is involved in the regulation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,the cause of the down-regulation of expression of a protein after the binding of a gene to a Dniephrotic,CorrelationGECO,50,0.001,what causes a down-regulation of gene expression after the binding of a protein to dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,apoptosis (apoptosis of apoptosis wntl) is regulated by .,CorrelationGECO,50,0.001,what is apoptosis regulated by,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"a sequence of medullas, the adrenal gland controls the production of hormones from the afferent and medulla",CorrelationGECO,50,0.001,what controls the production of the hormones of the adrenal medulla,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,mnd genetics. There is no autoimmune nasoepidiasis. The family of mnd,CorrelationGECO,50,0.001,is mnd genetic,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"the eugenics, who thought good meads, were eugenics and where a lot of adm",CorrelationGECO,50,0.001,what eugenics thought where good meads,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,Shbg hormone Shbg is a musculoskeletal hormone (SHRMG) and a hormone. It is an important hormone,CorrelationGECO,50,0.001,what is shbg hormone,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,a role of hematopoietic growth factors is a vital reminder of the role of the hematosis lifespan.,CorrelationGECO,50,0.001,what is the role of hematopoietic growth factors?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,"Because adipocyte’s lipid profile is important for smooth endoplasmic reticulum, it is also important for endoplasm",CorrelationGECO,50,0.001,why is smooth endoplasmic reticulum important for adipocyte,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,"where the major blood vessels (the arteries, arteries, ossicles and blood vessels) supply the skin, it is an",CorrelationGECO,50,0.001,where does the major blood vessels that supply the skin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,"with atgam can cause pancytopenia and aplastic encephalitis. Pancytopenia is a concern for PAG patients,",CorrelationGECO,50,0.001,can atgam cause pancytopenia,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
