query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
1043135,who killed nicholas ii of russia,"who killed the President of the United States, Robert Cardenas and a younger man, Shooter, who shot the president in the Assassin",CorrelationGECO,5,0.001,who killed the president in shooter,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"a shitload of women and men, the American band Mobil and Regina sings Life of Stranger, a song by American singer",CorrelationGECO,5,0.001,who sings life of stranger,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"by Jennifer Lopez and Lil' Mendonc & the Hairstyling Beauty Consults, who sings ""school dropout""",CorrelationGECO,5,0.001,who sings beauty school dropout,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"a funk-pop group, the N. J. Murchison & the Beatles, who sang the song Dreams (song",CorrelationGECO,5,0.001,who sang the song dreams,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"Paul Walker and Alicia Keys's song ""Fast & Furious Last Fuzz "" and sang the movie ending song",CorrelationGECO,5,0.001,who sings ending song to last paul walker fast and furious movie,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"a fad for the American group Superstition, who sang Superstition, a #11 b/w """,CorrelationGECO,5,0.001,who sang superstition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"who sang the song, and a song — ironic — on their album, ""A Song Is Ironic"". Lonnie MacDon",CorrelationGECO,5,0.001,who sang the song ironic?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"singers, Simon & Garfunkel, who sang These Arms of Mine (song) a.k.a. These Arm",CorrelationGECO,5,0.001,who sang these arms of mine,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"a bâtille, Béastille sings what she sings and what she is saying through the light of bastill",CorrelationGECO,5,0.001,what does bastille sing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"name of the theme song of phantom phantom, o’",CorrelationGECO,5,0.001,what is the name of theme song from phantom o,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1051399,who sings monk theme song,"the song that sings in the SNHU commercial, Dreams Snefftehi's Dreams by Michelle Chan",CorrelationGECO,5,0.001,who sings the song in the snhu dreams commercial,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,"purpose of a tachometer, or a tachometer, is to measure the apnea of a throttle",CorrelationGECO,5,0.001,what is the purpose of a tachometer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,the correct way to fire a handgun – roofed from left to right – and roofed from right,CorrelationGECO,5,0.001,correct way to fire a handgun,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,P.A.O. Plato's theory of patterns of form is a phenomenological theory that explains how life is eternal,CorrelationGECO,5,0.001,what is plato's theory of forms being patterns of eternal,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,"in the story of Keesha and how to help the village know why kesh is important to the hunter skills, Keesh",CorrelationGECO,5,0.001,in the story of keesh why is kesha hunting skills important to the village,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,P.A.O. Plato's theory of patterns of form is a phenomenological theory that explains how life is eternal,CorrelationGECO,5,0.001,what is plato's theory of forms being patterns of eternal,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,why the police are being trained to shoot first is because they are able to shoot first and if they are able to move away from the commands,CorrelationGECO,5,0.001,why are police being trained to shoot first,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,(she is 84 years old and a sister to Lena Greenfield) Helen Hunt's 17-year-old daughter,CorrelationGECO,5,0.001,how old is helen hunt's daughter,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,"where Huntingdon is a tudalin, TN, community located on Grantland Pike, Tennessee, which is currently",CorrelationGECO,5,0.001,where is huntingdon tn,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,(strumming) is the keep on holding pattern for a chugging chugging pattern you will continue to hold on,CorrelationGECO,5,0.001,what is the strumming pattern for keep holding on,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1064670,why do hunters pattern their shotguns?,"because of the long bars and the resulting shocks, a barrel has so many staves that it is able to do so for",CorrelationGECO,5,0.001,why does a barrel have so many staves,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"as 1,042 USF players currently play in the NFL and whose only member to be in the Hall of Famers is the U.S",CorrelationGECO,5,0.001,how many usfl players are in the nfl hof,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"because Brad is banned, a member of the B.O.M.Brad is banned because of a dangerous anti-balance system",CorrelationGECO,5,0.001,why is brad banned,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"which isn't currently a stoop, but 1,002 of the Florida State University football players have now entered the NFL Hall of",CorrelationGECO,5,0.001,how many florida state university football players are now in the nfl hall of fame?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,a N.E. Neal prence sentencing sentence is a significant cost-sentencing slap on the judge. Michael,CorrelationGECO,5,0.001,neal prence sentencing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"it is Salt peter and is used for adipose, crucifixion and a food preparation. It is also used",CorrelationGECO,5,0.001,what is salt peter and what is it used for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"What happened to the liquid when the couture was placed in the rose, the liquid remained in place under the slothing bri",CorrelationGECO,5,0.001,what happened to the rose when it was placed in the liquid,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,a free ad op. op. watch the Hall of Fame induction ceremony when the first half of the hall of fame,CorrelationGECO,5,0.001,how to watch hall of fame induction ceremony,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"who is the real Rose Dawson, a spoof of Blu-ray and a catwoman, and who is the real Rose",CorrelationGECO,5,0.001,who is the real rose dawson,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,"Known as petanque, it is a faience that is a virga in the Dominican Republic and",CorrelationGECO,5,0.001,what is petanque,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1071750,why is pete rose banned from hall of fame,peds are a form of adolones and hormones that enhance growth hormone; these are also known as PEs and,CorrelationGECO,5,0.001,what are peds,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,meaning of something (called geometry or gilnain) or what it means to us (called geometry) is a class of physics,CorrelationGECO,5,0.001,what does geometry mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,"a definition of a walloon (waloon, walton, swap, ill-foon",CorrelationGECO,5,0.001,definition of a walloon,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,(archon) is a benefactor complex of the Apert virus. It is known as a Apert blast submarine,CorrelationGECO,5,0.001,what is archon,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,definition of corrosion Geog,CorrelationGECO,5,0.001,definition of corrosion geog,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,"what Goonie Goo goo goo goo     means, which is",CorrelationGECO,5,0.001,what does goonie goo goo mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,definition of graphs - Graphs - is a graph of a physical structure allowing the distribution of information from one family of variables,CorrelationGECO,5,0.001,graphs definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,"grit             , definition",CorrelationGECO,5,0.001,definition grit,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,urban definition definition of goat is a sex edict that a person never eats and a dictionary of sex quotes,CorrelationGECO,5,0.001,goat definition urban dictionary,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,gaze,CorrelationGECO,5,0.001,gaze meaning,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1105792,define: geon,the definition of the etymology of the meaning of a word (e.g.     grammar,CorrelationGECO,5,0.001,what's the definition of grammar,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,(also known as Paratha) is a phantom animal therapy,CorrelationGECO,5,0.001,what is paratha,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,jano parnero jano parnero is a sociologist and a runner-up of Bell,CorrelationGECO,5,0.001,who is jannero pargo,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,as a roman letter after the parent. The suffix paresis (      ) means,CorrelationGECO,5,0.001,what do the suffix paresis means,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,"Pieszo Pieszo () is a potato pie that is a key organ of the city of wiecki,",CorrelationGECO,5,0.001,what is piezo,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,"meaning (a.k.a. paralegal) means (as a paralegal of law, a parastatus of",CorrelationGECO,5,0.001,paralegal means,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,(paregoric) medication is a nasopharyngeal medication and a gliololol therapy,CorrelationGECO,5,0.001,what is paregoric medication,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,a PtoClippery To switch. A PTO switch is a switch for the operation of a programmable pressure control system,CorrelationGECO,5,0.001,what is a pto switch,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,School pto School pto is a public school for teachers and students. It is a special initiative of the American Educational and Financial Services,CorrelationGECO,5,0.001,what is school pto,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,(Paresthesias) is a sensory neuropathic sensation that varies in frequency and sensation in the brain and is known as paresthesias,CorrelationGECO,5,0.001,what is paresthesias,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1106979,define pareto chart in statistics,snellen chart is a scientific definition of a cliff-coffee chart with a standardized structure. The Snellen,CorrelationGECO,5,0.001,snellen chart  definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,How to peak egg whites is to vaporise the egg whites and a warm erect erect erect a,CorrelationGECO,5,0.001,how to peak egg whites,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"ribcage around your insulator, it is the white material or flue-vinyl material around your flue venting or flu",CorrelationGECO,5,0.001,what is the white material around my flue venting,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,-white is a type of mold. This mold is a type of mold with a polychlorinic cyclo,CorrelationGECO,5,0.001,what type of mold is white,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"who can stain and clean your carpet, you can use a clean and a stifling agent or a clean and dirty carpet",CorrelationGECO,5,0.001,what can you use to clean dirty and stain carpet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"is called """" which is a machine used to put logo on the shirt instead of the logo on the shirt (now called """"",CorrelationGECO,5,0.001,what is the machine called used to put logo on t shirt,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"which name a bride wears a white night-gown, it is the one she wears during the night of the wedding and is wearing",CorrelationGECO,5,0.001,what is the name of a white night dress a bride wears,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"by soaking a tablespoon of water in a hot water, use a coiled cast iron pan for a period of time to clean",CorrelationGECO,5,0.001,how do you clean cast iron,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,Dip a diy dish in a microwave and a hot water bottle in the back of your house to get rid of fleas in your home,CorrelationGECO,5,0.001,diy how to get rid of fleas in your home,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,clean white rubber marks on the white of a black terracotta fence by using a vinegar cleaner until the marks are a soft white,CorrelationGECO,5,0.001,how do you clean black rubber marks off a white vinel fence,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1108651,what the best way to get clothes white,"made of milk, white milk (as it is known today) is made from a mixture of glucuronic acid, fructose",CorrelationGECO,5,0.001,what is white milk made of,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"of the electromagnetic spectrum, namely the E-focal radiated electromagnetic waves, is the type of radiation that causes cancer most commonly type",CorrelationGECO,5,0.001,what type of electromagnetic spectrum causes cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"cause of a ricochet effect in fiber-optic transmissions, or similar low-speed fiber-optic receivers.",CorrelationGECO,5,0.001,what can cause a ricochet effect in fiber-optic transmissions?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,which either infrared or visible light gamma rays have the highest frequencies. X-rays: electromagnetic wave X,CorrelationGECO,5,0.001,which of the following electromagnetic waves have the highest frequency?   infrared     x-rays     visible light     microwaves     gamma rays,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"where telegraph was used, nome telegraph was used by sending it through the land of Alaska Mihoo to be able to",CorrelationGECO,5,0.001,how was telegraph used in nome alaska,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"it is this network that Metro Networks uses. , a telco's PS4 and PS4 based network is used by Microsoft",CorrelationGECO,5,0.001,which network does metro pcs use,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,a radiotelephone (also known as a radiotelephone) is a telephony on a telemarket and is,CorrelationGECO,5,0.001,what is a radiotelephone,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,which protocol is used by web browsers on the world-wide web to transmit web pages to the web site or to be used to transmit web browsers,CorrelationGECO,5,0.001,which protocol is used on the world wide web to transmit web pages to web browsers,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"telecommunications, with a plethora of options for medical care delivered via telephony, in what is called a",CorrelationGECO,5,0.001,medical care delivered via telecommunications is called ________.,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"a lot of 'being' a radio producer, a 'being a radio producer' is a job that is an attractive",CorrelationGECO,5,0.001,what is being a radio producer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1109707,what medium do radio waves travel through,"(Sail Motion) is the main cause of waves on the ocean, and this causes a rise in frequency between the waves on the oceans",CorrelationGECO,5,0.001,what   is the main cause of waves on the ocean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,(Ufos) are a type of UFOs or UFOs that appear as gliding objects in geostationary research,CorrelationGECO,5,0.001,what are ufos,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,"the help that UNICEF needs. , uniba’s and other water support organizations need to help with a number of AIDS",CorrelationGECO,5,0.001,what does unicef need help,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,"1902 (the year of the United States of America's confederation with the United States of America) in 1947, the United Nations established",CorrelationGECO,5,0.001,in what year was the united nations established?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,a             ASo fee.,CorrelationGECO,5,0.001,what is an aso fee,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,oo (computing) oo is a definition in computing (EA) of computing objects in a DBMS.,CorrelationGECO,5,0.001,define oo in computing,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,"Ngos Ngos (, pronounced ns ngos) is a benevolent national program of the World",CorrelationGECO,5,0.001,what is an ngos,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,AN MUFF AN MUFF is a type of after-millimeter force-feed device (AFT). This technology allows,CorrelationGECO,5,0.001,what is an amuf,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,means a LAN and un vlan (numbers 0-861 vlan) is the number vlan cn,CorrelationGECO,5,0.001,the numbers un vlan means,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,(USda) is a food program of the United States Department of Agriculture. It is a popular meat and dairy steak and low,CorrelationGECO,5,0.001,what is usda,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1110678,what is the un fao,meaning of NCO frock. NCO frock is a sock and a service name that is used as a nickname,CorrelationGECO,5,0.001,what does nco frock mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,"a woman, Phaedra Parks (worth $175,000 compared to the GM & ICEX fortune holder) worth",CorrelationGECO,5,0.001,phaedra parks how much she worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,mulisha tow (A.D.         ) worth,CorrelationGECO,5,0.001,mulisha tow worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,Danny Masterson net worth of $1.75 billion (as per share) aka Danton Jeffries LP (as of 2017),CorrelationGECO,5,0.001,danny masterson net worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,Ursula Andress worth,CorrelationGECO,5,0.001,ursula andress worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,"a net worth of nanda Nunes asset and nanda Peudosi (about $150,000",CorrelationGECO,5,0.001,amanda nunes net worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,"$2.5 billion, net worth of Ellen Degeneres, net worth of ellen Degeneres, net worth of",CorrelationGECO,5,0.001,net worth ellen degeneres,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,"rockets pay as much as $20,000 for Beyonce's rockets and she pays as much as $200,000 a day for a",CorrelationGECO,5,0.001,beyonce pay for rockets how much,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,registered under the alias Romanatwood LLC with net worth of 44.6 million US Dollars (2014 USD) and 44.6,CorrelationGECO,5,0.001,romanatwood net worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,"worth of $150,000 and is currently Serena Williams (Williams) net worth and is ranked by Alexis Searon (",CorrelationGECO,5,0.001,what is serena williams net worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1113256,what is reba mcentire's net worth,Michelle OBAMAL (President Obama) Michelle Annette OBAMAL (President Obama) worth US$6.8 billion is,CorrelationGECO,5,0.001,michelle obama worth,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,a stand for the American Federation of Oxygen Exoxides and a 'Carf' stands for Carf Lewis Carf,CorrelationGECO,5,0.001,what carf stands for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,"a 'Flair Pen', a flair pen is a medium-size form of writing on a stick of rubber. It",CorrelationGECO,5,0.001,what is a flair pen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,"is a chamfer and we can sprinkle a fillet of our choice, but we will not chamfer it",CorrelationGECO,5,0.001,can we chamfer a fillet,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,"chives are good for reducing fatty acid, reeds, and venom, and they are good for eating a",CorrelationGECO,5,0.001,what are chives good for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,bronglia (flour and broil) is a difference between broil (teast) and London flank (lot,CorrelationGECO,5,0.001,difference between london broil and flank,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,(fairing) is a form of a redox cranial structure on exposed surfaces and exoctuses in the body,CorrelationGECO,5,0.001,fairing definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
1115210,what is chaff and flare,Yeast flakes Yeast flakes (or yeast flakes) is a fungus that is a spice of dried blood,CorrelationGECO,5,0.001,what is yeast flakes,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
