query_id,text,obfuscatedText,mechanism,epsilon,top_percentile,pivot_query,pool,corrector_model
4,Gene expression profiles for kidney in mice,"a relationship between creatine and rene, a relation between creatine and urea and bupin is between the kidney.",KernelDensityGECO,1,0.001,what is the relation between bun and creatine in kidney ?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"phenotype is the B27 phenotype, which is a result of a determination of B1 fatty acid in renal transplant",KernelDensityGECO,1,0.001,what is b27 phenotype in renal transplant,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,the information needed for protein symthesis is encoded in the genetic nucleus of the cell by the DNA and only the protein is contained,KernelDensityGECO,1,0.001,the genetic information needed for protein sythesis is encoded in the DNA contained in the cell nucleus,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"with pregnancy, diabetes, and kidney problems, it is estimated that strawberries may cause kidney problems that can be a serious problem in people with a",KernelDensityGECO,1,0.001,can strawberries cause kidney problems,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"food based on the diet of the liver and kidneys, olive, fenugreek and red fat is good for kidney",KernelDensityGECO,1,0.001,what food is good for kidneys and liver,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,coat color in rabbits is represented by a gene (the 'rabbit' gene) and in other small crocodiles by,KernelDensityGECO,1,0.001,coat color in rabbits is represented by a gene,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,"a low-risk dilution. Coffee affects the kidneys, i.e., the kidneys of humans, and urine",KernelDensityGECO,1,0.001,does coffee affect kidneys?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
4,Gene expression profiles for kidney in mice,the flow of genetic information from DNA to RNA to rRNA and then from rRNA to rRNA to protein and then to protein,KernelDensityGECO,1,0.001,the flow of genetic information from dna to rna to protein,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,in a safe-land-land area of a supervised-radiography model (acoustical radiography) is located,KernelDensityGECO,1,0.001,where is a supervised area radiography,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"two protocols, i-secure and i-sevent, is implemented through IPSec, which is the protocol",KernelDensityGECO,1,0.001,ipsec is implemented through what two protocols,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,known as Article Iv. (Iv.) is a treaty on international law which is a signature of the UN Security Inquis,KernelDensityGECO,1,0.001,what is article iv,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"the two cells that must be activated in order to form a normal immune response – i.e., a normal body response",KernelDensityGECO,1,0.001,what two cells must be activated to form a normal immune response,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"a simple way to characterize isolator (i.e., by separating the element of the  and the",KernelDensityGECO,1,0.001,how to characterize isolator,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"guidelines for the implementation of the Nuclear Stress Test, a guideline for stress testing, a reference guideline for 4-6 gs of stress",KernelDensityGECO,1,0.001,guidelines for nuclear stress test,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"During the euthanasia fusion, the exclusion zone is the zone of the Chernobyl-Jernse",KernelDensityGECO,1,0.001,what is the exclusion zone in chernobyl,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"the organelles found in the nucleus, namely the cytokines and n-acetylmers, are found in each",KernelDensityGECO,1,0.001,what organelles are found in the nucleus,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,"device number list Proclear contacts by locating the 131 contacts on the Proclear 103 receiver. , the device number consists of",KernelDensityGECO,1,0.001,device listing number proclear contacts,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
5,Protocols for isolating cell nuclei,ICA protocol ICA (Integer Cathonism Protocol) is a protocol for interacting with IC networks. It is,KernelDensityGECO,1,0.001,what is ica protocol,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,ml         convert 2 ml to dcl,KernelDensityGECO,1,0.001,convert 2 dcl to ml,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,come on come on             Two of hearts,KernelDensityGECO,1,0.001,two of hearts come on come on,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,is bingo played on fantasia SMOC (selectively) or on the faba SMOC (s,KernelDensityGECO,1,0.001,is bingo played on msc fantasia,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,lingcod gets a bleomopoult. They can be as old as 24 to 35 years old. This is,KernelDensityGECO,1,0.001,how old do lingcod get,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,can you create your own character as a whighead and eagles in Watchdogs 2 and it is possible to create,KernelDensityGECO,1,0.001,can you create your own character in watchdogs two,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,reddish-flave and rdf are a collection of plastic and cyclic rays. They are also known as,KernelDensityGECO,1,0.001,what are rdf,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,"Ddantm ddantm is the name of a new name for mdm whole, which is an international music network and",KernelDensityGECO,1,0.001,what is dantdm whole name,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,difference between FIO2 and FIO2 vs. Fio2 vs. Fio2. SPA is a gateway,KernelDensityGECO,1,0.001,difference between spo2 and fio2,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,Two panel curtain is,KernelDensityGECO,1,0.001,what is two panel curtain,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
6,FancD2,"shop for the ""Fantom Works"" is located at the TomTom Factory located in the farthest reaches of the United States",KernelDensityGECO,1,0.001,where is the fantom works shop located,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"no linkage occurs in a single nucleus (ACS), a joint release between the two synapses. Linkage occurs",KernelDensityGECO,1,0.001,does linkage occur in replication,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"do transcription require a dnaphrase or polymerase, is dnaphrase with DNA polymerase",KernelDensityGECO,1,0.001,does transcription require dna polymerase,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"with dna chromosomes, dna atoms and cell RNA, is a charged particle. A charge",KernelDensityGECO,1,0.001,is dna a charged particle,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,which step of PCR dilation causes the double-stranded DNA to double-denaturate during the initial stranding process.,KernelDensityGECO,1,0.001,which pcr step causes the denaturation of double-stranded dna?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,The arrangement of DNA is the arrangement of a variety of peptides and dna. Arrangement of chromosome 8,KernelDensityGECO,1,0.001,what is the arrangement of dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,rad+ is a true ----- oxidizing agent. -NadDef,KernelDensityGECO,1,0.001,nad+ is an oxidizing agent.  true  false,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,of oxidation and -oxidation (-oxidation and -reduction) is the meaning of  and,KernelDensityGECO,1,0.001,the meaning of oxidation and reduction,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,Cells containing genetic damage is caused by damage to a cell and the damage to the cells of the cells they are protecting from,KernelDensityGECO,1,0.001,Genetic damage to cells are caused by what,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"the effect of stress on the pulmonary system (e.g., pulmonary pulmonariae, pulmonary dilution and lung",KernelDensityGECO,1,0.001,the effect of stress on the pulmonary system,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
7,DNA repair and oxidative stress,"how glucose is oxidized to carbon dioxide. As a result, it becomes completely oxidized to glucose by a fraction of the glucose",KernelDensityGECO,1,0.001,how does glucose get completely oxidized to carbon dioxide?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"who detects skin cancers, a neurologist (Fray Clinic, Ogilvy Clinic) who diagnoses skin cancers",KernelDensityGECO,1,0.001,what doctor detects skin cancer?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,a clone/diabetic change/disafylation (DNA) gene is a gene mutation that occurs,KernelDensityGECO,1,0.001,what is a gene/DNA mutation,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"treatment of skin cancer, ointment, or a sun treatment (sodacrimal follicles) is good",KernelDensityGECO,1,0.001,what treatment is good for skin cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"physical symptoms of skin cancer, accompanied by scaly skin blights, a rash of skin, burns of skin",KernelDensityGECO,1,0.001,physical symptoms of skin cancer,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,", cancer is caused by fungus causing cancer",KernelDensityGECO,1,0.001,is cancer caused by fungus,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,surgical repair of the skin of a sacroepithelial defect or a damaged skin. Surgical repair of the skin remained,KernelDensityGECO,1,0.001,surgical repair of the skin,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"Why adducts and cytoplasm run in opposite directions to each other, the DNA strands run in the direction opposite to each other",KernelDensityGECO,1,0.001,why do dna strands run in the opposite direction of each other,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"is cancerous. Compared to other refractory computers, pserotonium-filtered PCR is toxic. No PCR",KernelDensityGECO,1,0.001,is pcr cancerous?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"tattooing treatment is a dermatochromic treatment (dermatochromic treatment for scaly, nagging, hair,",KernelDensityGECO,1,0.001,is tattooing a dermatological treatment,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
8,Correlation between DNA repair pathways and skin cancer,"with a history of atrophic retinitis and liver disease, skin is considered to be a major organ in the immune system",KernelDensityGECO,1,0.001,is skin a major organ in the immune system,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"a giddy, beady, teeth definition, pouty is a characteristic definition of a",KernelDensityGECO,1,0.001,pouty definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,'I'm happy' instead of 'moove' or 'muscuck' and say nothing else on Memorial Day,KernelDensityGECO,1,0.001,what do you say on memorial day instead of happy,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,abbreviation mt  is the abbreviation in the U.S. state of Montana and is the abbreviation,KernelDensityGECO,1,0.001,what is the abbreviation mt what state,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,Moiety (fungi) Moiety (also known as moiety) is a kryptosis and a place of water,KernelDensityGECO,1,0.001,what is moiety,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"from a surprise visit by Mike Carlyle. The game ""molkky"" originated from a game that came out of slums",KernelDensityGECO,1,0.001,where did the game molkky come from,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"a product called ""Cy"", and ""Cy"" stands for Centre for Generating Life, Consumer Financial Center, Consumer Financial Center, Consumer",KernelDensityGECO,1,0.001,what does cy stand for,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"a monk (or 'Mosk', 'Mosk') is a mouk of the ancient Greece",KernelDensityGECO,1,0.001,what is a mouk,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,"if it sneezes or deteriorates, it may do so. The mulch mulch musks and plants to mold",KernelDensityGECO,1,0.001,does mulch mold,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,stands for Medicare and Medicaid Aid and whose acronym MMP stands for “Medicare Patient Protection” or “MVP” means “Medicare Center Member,KernelDensityGECO,1,0.001,what does mmp stand for medicare medicaid,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
9,mutY,early colonization           mutans defined 25 25 25 2,KernelDensityGECO,1,0.001, early colonization definition mutans 25 75,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"technology used on the battlefield of WW1, a technology known as winterpoll, dressboot and tyres",KernelDensityGECO,1,0.001,what technology was used in ww1,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"no niggling (          ), a definition",KernelDensityGECO,1,0.001,no niggling definition,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,ebill eBill is a computer program and a high-tech reward program. It is named,KernelDensityGECO,1,0.001,what is ebill,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,sha1 is a super-enabled property clone of RSA1 called SHA1 and SHA1. SHA1,KernelDensityGECO,1,0.001,what is sha1,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"MC naved MC naved is a Nigerian entrepreneur, and one of the founders Mac",KernelDensityGECO,1,0.001,who is mc naveed,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"type of name, it is a Jacobean, English, or American father-and-son courtesy name, ""Nelson"" is",KernelDensityGECO,1,0.001,what kind of name is nelson,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,carl ngel Niesen ngel Niesen is a world-famous cyberpaul,KernelDensityGECO,1,0.001,who is carl nielsen,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,neiman emanus headquarters or neiman emanus emanus phone number (100.255-2,KernelDensityGECO,1,0.001,neiman marcus headquarters phone number,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,"(nastle) are a grazing substance of the flora of trees, and nettles are grasses",KernelDensityGECO,1,0.001,what are nettles?,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
10,NEIL1,who today is Number 1 and was ranked number 1 in the country for the first time in a ten-year span 1971 (Marjan,KernelDensityGECO,1,0.001,what was number one today 1971,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"cells which humans do not have mitochondria, such as ectoderma, adenosine, acetylcholine,",KernelDensityGECO,1,0.001,which human cells do not have mitochondria,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"asymptom of carcinoid secretion are symptoms of secreting carcinoid eavesdropping, senchym",KernelDensityGECO,1,0.001,symptoms of carcinoid secreting,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"(hairless) cats, or hairless tassels, originated in the Arid continent of Macalusia and remained until",KernelDensityGECO,1,0.001,where did hairless cats originate from,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,Dermal carcinogenicity (or dermal carcinogenicity) is a fatty acidity on skin and esthetic products,KernelDensityGECO,1,0.001,what is dermal carcinogenicity,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"a delegation from Italy in 1953, the origin of the Cascade range is the origin of the range. This is related to the Carl Milos",KernelDensityGECO,1,0.001,what is the origin of the cascade range,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,meaning: Carcinogenic is a carcinochemical that means that it has a role in a number of cancers and canadenoids,KernelDensityGECO,1,0.001,what does carcinogenic mean,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"as mice are squished and fawn balls are left near the ground, will moth balls help keep mice away from mice and",KernelDensityGECO,1,0.001,will moth balls keep mice away,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"called metronomic chemotherapy, is a mode of chemotherapy in dogs with venom-cell apnea and a canine",KernelDensityGECO,1,0.001,what is metronomic chemotherapy in dogs,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"known as mouses, are a type of macroscopic allophyte, and are insects. They are a family of insects and",KernelDensityGECO,1,0.001,what are mouses,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
11,Carcinogenesis and hairless mice,"if carcinoid tumors are found to return or if a cancer is a history, carcinoid tumors can come",KernelDensityGECO,1,0.001,can carcinoid tumors come back,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"Thrombosugarin, which is directly regulated by tryptophan levels of tyrosine and aphanamide",KernelDensityGECO,1,0.001,what is directly regulated by tryptophan levels,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"is butazolidin still approved for human use by the FDA and, as of 2017, has been approved for use as a human fad",KernelDensityGECO,1,0.001,is butazolidin still approved by fda for human use,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"The hormone that initiates spermatogenesis is spermatofertin, which in turn triggers spermatoembry",KernelDensityGECO,1,0.001,what hormone initiates spermatogenesis,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"The hormone that initiates spermatogenesis is spermatofertin, which in turn triggers spermatoembry",KernelDensityGECO,1,0.001,what hormone initiates spermatogenesis,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,the machinery in a genetics laboratory are: Genetic heave cloning (DNA) and the genetic heave blending,KernelDensityGECO,1,0.001,what machinery is in a genetics laboratory,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,instructions on rebuilding a Mercer X4C by removing carbs in the carburetor and dividing the fuel in parts,KernelDensityGECO,1,0.001,how to rebuild carbs on merc. xr4 engine,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,Price of integrated circuit of Samsung S4 smartphone in Saudi Arabia (Singapore Arabic,KernelDensityGECO,1,0.001,price of integrated circuit of Samsung S4 in Saudi arabi,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,"expression of a gene (e.g., a cellulose disease, a liver disease). Gene expression is defined as an expression expression",KernelDensityGECO,1,0.001,gene expression define,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,if the Galaxy Tab 5 is a smart phone that does 4Gz/s operation at 4 dpm. The Galaxy Tab 5 has,KernelDensityGECO,1,0.001,does the galaxy tab 4 do 5ghz,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
12,Genes regulated by Smad4,the cause of the down-regulation of expression of a protein after the binding of a gene to a Dniephrotic,KernelDensityGECO,1,0.001,what causes a down-regulation of gene expression after the binding of a protein to dna,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,"BGB BGB is an American video game player and a former member of Mattias White House and creator of the Facebook group, .",KernelDensityGECO,1,0.001,who is bgb,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
13,Role of TGFB in angiogenesis in skin,"inflammatory skin disorder, in which excessive sebum production is caused by excess sebum, is a result of a pocks",KernelDensityGECO,1,0.001,which inflammatory skin disorder is caused by excess sebum production,msmarco-passage/train,ielabgroup/vec2text_gtr-base-st_corrector
