query_id,cosine_similarity,jaccard_similarity,collection,epsilon,mechanism
1106979,0.27568528,0.01934782608695652,DL20,1,CosineGECO
1108651,0.2987471,0.09008425784741574,DL20,1,CosineGECO
1109707,0.32927805,0.022632275132275132,DL20,1,CosineGECO
1110678,0.20262384,0.08918534080298786,DL20,1,CosineGECO
1113256,0.34126407,0.11316921352827936,DL20,1,CosineGECO
1115210,0.1707091,0.10929041117121611,DL20,1,CosineGECO
1116380,0.34177098,0.12821311858076564,DL20,1,CosineGECO
1121353,0.2698075,0.08859620827544759,DL20,1,CosineGECO
1122767,0.37423193,0.02518740031897927,DL20,1,CosineGECO
1127540,0.142171,0.11118506493506493,DL20,1,CosineGECO
1131069,0.21130843,0.013610983981693364,DL20,1,CosineGECO
1132532,0.41155943,0.09024737087817583,DL20,1,CosineGECO
1133579,0.2888761,0.010317460317460317,DL20,1,CosineGECO
1136043,0.18821739,0.28648795648795644,DL20,1,CosineGECO
1136047,0.2483519,0.18364961019372786,DL20,1,CosineGECO
1136962,0.31135422,0.05411495550925836,DL20,1,CosineGECO
23849,0.3139477,0.04514069264069264,DL20,1,CorrelationGECO
42255,0.37429595,0.10972896986054881,DL20,1,CorrelationGECO
47210,0.36807498,0.14096587622903411,DL20,1,CorrelationGECO
67316,0.34005687,0.0654813504349108,DL20,1,CorrelationGECO
118440,0.27462736,0.030592740592740593,DL20,1,CorrelationGECO
121171,0.15520379,0.0,DL20,1,CorrelationGECO
135802,0.18656546,0.0697112098427888,DL20,1,CorrelationGECO
141630,0.4491323,0.09215603237342367,DL20,1,CorrelationGECO
156498,0.30349714,0.04986104968303111,DL20,1,CorrelationGECO
169208,0.34701854,0.06374914486908026,DL20,1,CorrelationGECO
174463,0.28360668,0.05069419744342345,DL20,1,CorrelationGECO
258062,0.37038606,0.07283333333333333,DL20,1,CorrelationGECO
324585,0.28140196,0.07599728042755369,DL20,1,CorrelationGECO
330975,0.37390634,0.10788679643942803,DL20,1,CorrelationGECO
332593,0.37003422,0.0825329171210178,DL20,1,CorrelationGECO
336901,0.29725412,0.07472422572267774,DL20,1,CorrelationGECO
390360,0.24550903,0.0369047619047619,DL20,1,CorrelationGECO
405163,0.46090436,0.09636363636363636,DL20,1,CorrelationGECO
555530,0.46488896,0.0510339732731037,DL20,1,CorrelationGECO
583468,0.25394472,0.09022355095884507,DL20,1,CorrelationGECO
640502,0.3418329,0.06478613004928795,DL20,1,CorrelationGECO
673670,0.21985357,0.10780578898225956,DL20,1,CorrelationGECO
701453,0.30881414,0.1448431406055245,DL20,1,CorrelationGECO
730539,0.3264591,0.06165043290043291,DL20,1,CorrelationGECO
768208,0.15033829,0.05330128205128205,DL20,1,CorrelationGECO
877809,0.32550517,0.08123512585812356,DL20,1,CorrelationGECO
911232,0.16307263,0.07229202279202279,DL20,1,CorrelationGECO
914916,0.463058,0.11632510033825823,DL20,1,CorrelationGECO
938400,0.19232583,0.0058823529411764705,DL20,1,CorrelationGECO
940547,0.24524312,0.03946154548776032,DL20,1,CorrelationGECO
997622,0.31311503,0.11657645843858658,DL20,1,CorrelationGECO
1030303,0.17372622,0.04183473389355742,DL20,1,CorrelationGECO
1037496,0.2237114,0.0375222816399287,DL20,1,CorrelationGECO
1043135,0.19723749,0.06586773305813554,DL20,1,CorrelationGECO
1051399,0.28487566,0.10202485380116959,DL20,1,CorrelationGECO
1064670,0.17499565,0.0,DL20,1,CorrelationGECO
1071750,0.14856978,0.05887871317895547,DL20,1,CorrelationGECO
1105792,0.1713979,0.0,DL20,1,CorrelationGECO
1106979,0.20570669,0.01648017902813299,DL20,1,CorrelationGECO
1108651,0.34571594,0.07397036618775749,DL20,1,CorrelationGECO
1109707,0.3288956,0.045503647825629254,DL20,1,CorrelationGECO
1110678,0.2498318,0.07791455448576191,DL20,1,CorrelationGECO
1113256,0.34454012,0.09344951359270245,DL20,1,CorrelationGECO
1115210,0.12819174,0.07035832416637369,DL20,1,CorrelationGECO
1116380,0.28115237,0.11593099994634522,DL20,1,CorrelationGECO
1121353,0.35877177,0.0871893341192079,DL20,1,CorrelationGECO
1122767,0.28248686,0.02822472848788638,DL20,1,CorrelationGECO
1127540,0.16951288,0.07331501831501831,DL20,1,CorrelationGECO
1131069,0.2876391,0.026877325890483784,DL20,1,CorrelationGECO
1132532,0.4039046,0.09572572736188296,DL20,1,CorrelationGECO
1133579,0.28921404,0.021515745886455266,DL20,1,CorrelationGECO
1136043,0.23407748,0.23372477196006608,DL20,1,CorrelationGECO
1136047,0.32234183,0.1737164923177509,DL20,1,CorrelationGECO
1136962,0.28120986,0.04651565825478869,DL20,1,CorrelationGECO
23849,0.32292187,0.04305619217383923,DL20,1,KernelDensityGECO
42255,0.40669435,0.13994249457636185,DL20,1,KernelDensityGECO
47210,0.35285622,0.07159490191610934,DL20,1,KernelDensityGECO
67316,0.27914906,0.03997667966708214,DL20,1,KernelDensityGECO
118440,0.2954915,0.0264864199268224,DL20,1,KernelDensityGECO
121171,0.23898904,0.007142857142857143,DL20,1,KernelDensityGECO
135802,0.18710628,0.07796179697495487,DL20,1,KernelDensityGECO
141630,0.4538282,0.09299309598447529,DL20,1,KernelDensityGECO
156498,0.2945167,0.015288220551378445,DL20,1,KernelDensityGECO
169208,0.38596177,0.06296212559370454,DL20,1,KernelDensityGECO
174463,0.34108734,0.05289559683522531,DL20,1,KernelDensityGECO
258062,0.46898633,0.0944539221953015,DL20,1,KernelDensityGECO
324585,0.30739823,0.08743878311754202,DL20,1,KernelDensityGECO
330975,0.41001397,0.08494219010674792,DL20,1,KernelDensityGECO
332593,0.3411718,0.08865811514953391,DL20,1,KernelDensityGECO
336901,0.27482337,0.0506178032493822,DL20,1,KernelDensityGECO
390360,0.2759652,0.022619047619047615,DL20,1,KernelDensityGECO
405163,0.42485338,0.07238653288575889,DL20,1,KernelDensityGECO
555530,0.45447674,0.08427337654891834,DL20,1,KernelDensityGECO
583468,0.26612386,0.1013101604278075,DL20,1,KernelDensityGECO
640502,0.372196,0.06448625046451133,DL20,1,KernelDensityGECO
673670,0.16667886,0.052468487394957984,DL20,1,KernelDensityGECO
701453,0.2751779,0.13890262515262514,DL20,1,KernelDensityGECO
730539,0.28447264,0.07148391812865497,DL20,1,KernelDensityGECO
768208,0.1032003,0.049941210750034284,DL20,1,KernelDensityGECO
877809,0.33522096,0.07712163795284,DL20,1,KernelDensityGECO
911232,0.14733015,0.07272697195277841,DL20,1,KernelDensityGECO
914916,0.41519374,0.06699849986614692,DL20,1,KernelDensityGECO
938400,0.17911245,0.008193979933110367,DL20,1,KernelDensityGECO
940547,0.20118487,0.011538461538461539,DL20,1,KernelDensityGECO
997622,0.32063168,0.11708004860636438,DL20,1,KernelDensityGECO
1030303,0.21497469,0.059253663003663005,DL20,1,KernelDensityGECO
1037496,0.20398739,0.06929578591343297,DL20,1,KernelDensityGECO
1043135,0.2371264,0.049367605928717785,DL20,1,KernelDensityGECO
1051399,0.2688703,0.09755173419482209,DL20,1,KernelDensityGECO
1064670,0.22326975,0.026822980940628,DL20,1,KernelDensityGECO
1071750,0.24221282,0.10416545612197785,DL20,1,KernelDensityGECO
1105792,0.13974275,0.0,DL20,1,KernelDensityGECO
1106979,0.19019042,0.023296238785369218,DL20,1,KernelDensityGECO
1108651,0.3429255,0.057818376068376066,DL20,1,KernelDensityGECO
1109707,0.31317422,0.030606654977364357,DL20,1,KernelDensityGECO
1110678,0.23826006,0.09670128847760426,DL20,1,KernelDensityGECO
1113256,0.32771894,0.10449410067057126,DL20,1,KernelDensityGECO
1115210,0.1705393,0.06859649122807018,DL20,1,KernelDensityGECO
1116380,0.2824024,0.05533187134502924,DL20,1,KernelDensityGECO
1121353,0.26509076,0.0681845288436368,DL20,1,KernelDensityGECO
1122767,0.30806565,0.0058823529411764705,DL20,1,KernelDensityGECO
1127540,0.1221083,0.09456210456210457,DL20,1,KernelDensityGECO
1131069,0.1797897,0.008347826086956523,DL20,1,KernelDensityGECO
1132532,0.36262375,0.07519673738713986,DL20,1,KernelDensityGECO
1133579,0.31693205,0.01921032184190079,DL20,1,KernelDensityGECO
1136043,0.1655812,0.3076090576090576,DL20,1,KernelDensityGECO
1136047,0.34581894,0.18893572490311622,DL20,1,KernelDensityGECO
1136962,0.30196834,0.06794294386127417,DL20,1,KernelDensityGECO
23849,0.28542596,0.028448802509914366,DL20,5,CosineGECO
42255,0.41521773,0.12220399698340875,DL20,5,CosineGECO
47210,0.3418898,0.08038742690058479,DL20,5,CosineGECO
67316,0.3372296,0.05608879252842101,DL20,5,CosineGECO
118440,0.23852384,0.023837818528221005,DL20,5,CosineGECO
121171,0.17073753,0.0,DL20,5,CosineGECO
135802,0.23122978,0.06719187675070028,DL20,5,CosineGECO
141630,0.46964088,0.10256211180124224,DL20,5,CosineGECO
156498,0.30688757,0.025450216450216452,DL20,5,CosineGECO
169208,0.29679155,0.04528001628001628,DL20,5,CosineGECO
174463,0.35033792,0.0635859255983095,DL20,5,CosineGECO
258062,0.3464041,0.09763834691861854,DL20,5,CosineGECO
324585,0.27729115,0.09488339275103981,DL20,5,CosineGECO
330975,0.42213327,0.0978382584957587,DL20,5,CosineGECO
332593,0.32538188,0.07033239304978436,DL20,5,CosineGECO
336901,0.35426873,0.07692173023055375,DL20,5,CosineGECO
390360,0.3907792,0.06269230769230769,DL20,5,CosineGECO
405163,0.38511282,0.08506357806280407,DL20,5,CosineGECO
555530,0.4995737,0.08763112588492855,DL20,5,CosineGECO
583468,0.2595326,0.11542313079077784,DL20,5,CosineGECO
640502,0.33375877,0.07531305481534314,DL20,5,CosineGECO
673670,0.18522301,0.11530440148087207,DL20,5,CosineGECO
701453,0.15181871,0.14102675102675102,DL20,5,CosineGECO
730539,0.26438218,0.07957559380614301,DL20,5,CosineGECO
768208,0.22272357,0.039933204050851115,DL20,5,CosineGECO
877809,0.3409569,0.11016855865153079,DL20,5,CosineGECO
911232,0.14316028,0.053698634698634694,DL20,5,CosineGECO
914916,0.37137374,0.07927145352067952,DL20,5,CosineGECO
938400,0.14189735,0.025365971747550696,DL20,5,CosineGECO
940547,0.22495274,0.029903381642512078,DL20,5,CosineGECO
997622,0.34809774,0.11300609478241057,DL20,5,CosineGECO
1030303,0.12700716,0.04727368220015279,DL20,5,CosineGECO
1037496,0.20197532,0.0731046731046731,DL20,5,CosineGECO
1043135,0.23447669,0.052824485456064406,DL20,5,CosineGECO
1051399,0.27142778,0.098431471778995,DL20,5,CosineGECO
1064670,0.29513842,0.008761904761904762,DL20,5,CosineGECO
1071750,0.23294155,0.0860130978860956,DL20,5,CosineGECO
1105792,0.21946986,0.0,DL20,5,CosineGECO
1106979,0.2210402,0.01801470588235294,DL20,5,CosineGECO
1108651,0.31928712,0.0991962448941854,DL20,5,CosineGECO
1109707,0.3749161,0.05088600123497149,DL20,5,CosineGECO
1110678,0.24842934,0.0805357142857143,DL20,5,CosineGECO
1113256,0.35584024,0.08992946381104275,DL20,5,CosineGECO
1115210,0.17833449,0.0975688608776844,DL20,5,CosineGECO
1116380,0.25940508,0.12463223867635634,DL20,5,CosineGECO
1121353,0.37567616,0.07992474048844209,DL20,5,CosineGECO
1122767,0.36346793,0.032467532467532464,DL20,5,CosineGECO
1127540,0.1555833,0.0841977466977467,DL20,5,CosineGECO
1131069,0.193418,0.024024298714701194,DL20,5,CosineGECO
1132532,0.38074586,0.06844799051997194,DL20,5,CosineGECO
1133579,0.25238377,0.015789473684210527,DL20,5,CosineGECO
1136043,0.21274677,0.1976183946772182,DL20,5,CosineGECO
1136047,0.27538258,0.23235578104386154,DL20,5,CosineGECO
1136962,0.280443,0.07257176478915608,DL20,5,CosineGECO
23849,0.29976872,0.02870238095238095,DL20,5,CorrelationGECO
42255,0.38707343,0.12191055848176591,DL20,5,CorrelationGECO
47210,0.44722876,0.12262310187232787,DL20,5,CorrelationGECO
67316,0.3089519,0.0642189608636977,DL20,5,CorrelationGECO
118440,0.32306287,0.0,DL20,5,CorrelationGECO
121171,0.13784322,0.0,DL20,5,CorrelationGECO
135802,0.1553754,0.10296221322537111,DL20,5,CorrelationGECO
141630,0.43410572,0.09238219107784325,DL20,5,CorrelationGECO
156498,0.22430983,0.022089153387107353,DL20,5,CorrelationGECO
169208,0.35506332,0.06527018303334092,DL20,5,CorrelationGECO
174463,0.36956647,0.05691932035972284,DL20,5,CorrelationGECO
258062,0.40398866,0.10950615724145137,DL20,5,CorrelationGECO
324585,0.34586346,0.046873968137126035,DL20,5,CorrelationGECO
330975,0.37393284,0.0637851810025723,DL20,5,CorrelationGECO
332593,0.36685443,0.09637178415503224,DL20,5,CorrelationGECO
336901,0.30840337,0.08575912821268858,DL20,5,CorrelationGECO
390360,0.29814014,0.045263157894736845,DL20,5,CorrelationGECO
405163,0.43208408,0.06705668585463982,DL20,5,CorrelationGECO
555530,0.5003035,0.10545981282742622,DL20,5,CorrelationGECO
583468,0.29346752,0.10256009899972747,DL20,5,CorrelationGECO
640502,0.33749658,0.059358966049074945,DL20,5,CorrelationGECO
673670,0.19064473,0.11725744843391901,DL20,5,CorrelationGECO
701453,0.23468408,0.10691596973717717,DL20,5,CorrelationGECO
730539,0.32042995,0.06458604976558267,DL20,5,CorrelationGECO
768208,0.20068547,0.0454502442002442,DL20,5,CorrelationGECO
877809,0.37353438,0.10030731263148143,DL20,5,CorrelationGECO
911232,0.18823548,0.08775335564540962,DL20,5,CorrelationGECO
914916,0.42726508,0.08746376415645496,DL20,5,CorrelationGECO
938400,0.1732724,0.00799373040752351,DL20,5,CorrelationGECO
940547,0.20072219,0.008514492753623187,DL20,5,CorrelationGECO
997622,0.30950916,0.12373362273971374,DL20,5,CorrelationGECO
1030303,0.21662442,0.0826711665527455,DL20,5,CorrelationGECO
1037496,0.2550209,0.06837406015037593,DL20,5,CorrelationGECO
1043135,0.24642491,0.07968137254901961,DL20,5,CorrelationGECO
1051399,0.25801504,0.09707887700534759,DL20,5,CorrelationGECO
1064670,0.25837165,0.017360646599777034,DL20,5,CorrelationGECO
1071750,0.20666055,0.08453972343446028,DL20,5,CorrelationGECO
1105792,0.16706768,0.0,DL20,5,CorrelationGECO
1106979,0.16041993,0.01125,DL20,5,CorrelationGECO
1108651,0.27926362,0.06706266680179723,DL20,5,CorrelationGECO
1109707,0.28434825,0.017975279106858054,DL20,5,CorrelationGECO
1110678,0.21520607,0.06944697100808286,DL20,5,CorrelationGECO
1113256,0.34456143,0.11111655887971676,DL20,5,CorrelationGECO
1115210,0.1790852,0.08774208806329549,DL20,5,CorrelationGECO
1116380,0.25548577,0.07472222222222222,DL20,5,CorrelationGECO
1121353,0.23072195,0.06367827704368305,DL20,5,CorrelationGECO
1122767,0.25481588,0.00625,DL20,5,CorrelationGECO
1127540,0.16998194,0.07795204795204795,DL20,5,CorrelationGECO
1131069,0.18027508,0.044026610644257703,DL20,5,CorrelationGECO
1132532,0.4536027,0.10222504791390241,DL20,5,CorrelationGECO
1133579,0.3725862,0.0,DL20,5,CorrelationGECO
1136043,0.23342037,0.2733928571428571,DL20,5,CorrelationGECO
1136047,0.34000152,0.17511124814671725,DL20,5,CorrelationGECO
1136962,0.30682,0.08528298589282571,DL20,5,CorrelationGECO
23849,0.31164864,0.041906162464986,DL20,5,KernelDensityGECO
42255,0.35371763,0.08021265284423179,DL20,5,KernelDensityGECO
47210,0.3862321,0.07385943545992005,DL20,5,KernelDensityGECO
67316,0.31122962,0.05639652014652015,DL20,5,KernelDensityGECO
118440,0.20411646,0.00625,DL20,5,KernelDensityGECO
121171,0.2081693,0.0,DL20,5,KernelDensityGECO
135802,0.14639059,0.03620915032679738,DL20,5,KernelDensityGECO
141630,0.42709255,0.11345703529207365,DL20,5,KernelDensityGECO
156498,0.26530963,0.02676491624317711,DL20,5,KernelDensityGECO
169208,0.3914555,0.09241932035972283,DL20,5,KernelDensityGECO
174463,0.3400377,0.07254785247432306,DL20,5,KernelDensityGECO
258062,0.40449518,0.09108205232347108,DL20,5,KernelDensityGECO
324585,0.33492583,0.11122394220846232,DL20,5,KernelDensityGECO
330975,0.36998135,0.08499758553466993,DL20,5,KernelDensityGECO
332593,0.3658831,0.05161274233013363,DL20,5,KernelDensityGECO
336901,0.31863266,0.05717707129471835,DL20,5,KernelDensityGECO
390360,0.3126212,0.08435897435897435,DL20,5,KernelDensityGECO
405163,0.39891756,0.0575036075036075,DL20,5,KernelDensityGECO
555530,0.40095815,0.03715656565656565,DL20,5,KernelDensityGECO
583468,0.24493024,0.07516917293233083,DL20,5,KernelDensityGECO
640502,0.37457085,0.08271140520985723,DL20,5,KernelDensityGECO
673670,0.25334436,0.12482789269553976,DL20,5,KernelDensityGECO
701453,0.31003702,0.15164325870208223,DL20,5,KernelDensityGECO
730539,0.33462214,0.11588023088023088,DL20,5,KernelDensityGECO
768208,0.19368342,0.05564536770419124,DL20,5,KernelDensityGECO
877809,0.360806,0.0844095897957454,DL20,5,KernelDensityGECO
911232,0.20513394,0.08596151996151996,DL20,5,KernelDensityGECO
914916,0.3473746,0.10868366568595403,DL20,5,KernelDensityGECO
938400,0.24027443,0.016310160427807485,DL20,5,KernelDensityGECO
940547,0.28030613,0.018931159420289854,DL20,5,KernelDensityGECO
997622,0.32457393,0.1284856673926872,DL20,5,KernelDensityGECO
1030303,0.112953424,0.06254490392648288,DL20,5,KernelDensityGECO
1037496,0.2516959,0.07079545454545454,DL20,5,KernelDensityGECO
1043135,0.21716042,0.07471415466771504,DL20,5,KernelDensityGECO
1051399,0.27184457,0.06791021671826626,DL20,5,KernelDensityGECO
1064670,0.20083456,0.017787114845938375,DL20,5,KernelDensityGECO
1071750,0.14752737,0.055185165034135286,DL20,5,KernelDensityGECO
1105792,0.16871765,0.0,DL20,5,KernelDensityGECO
1106979,0.2217931,0.024211570593149538,DL20,5,KernelDensityGECO
1108651,0.34371823,0.07384252735568525,DL20,5,KernelDensityGECO
1109707,0.35592514,0.022417582417582415,DL20,5,KernelDensityGECO
1110678,0.22562835,0.06009315663024103,DL20,5,KernelDensityGECO
1113256,0.38057297,0.11146019013666073,DL20,5,KernelDensityGECO
1115210,0.18260093,0.09509193420958126,DL20,5,KernelDensityGECO
1116380,0.3114476,0.10339932126696834,DL20,5,KernelDensityGECO
1121353,0.2651958,0.08686055160197037,DL20,5,KernelDensityGECO
1122767,0.35898095,0.04793593833067517,DL20,5,KernelDensityGECO
1127540,0.20163412,0.12290404040404042,DL20,5,KernelDensityGECO
1131069,0.22068973,0.026072065189712244,DL20,5,KernelDensityGECO
1132532,0.35648954,0.06518315018315018,DL20,5,KernelDensityGECO
1133579,0.26563603,0.011513157894736841,DL20,5,KernelDensityGECO
1136043,0.16410156,0.2450520313020313,DL20,5,KernelDensityGECO
1136047,0.24572901,0.21522169636872154,DL20,5,KernelDensityGECO
1136962,0.263972,0.06855468404381447,DL20,5,KernelDensityGECO
23849,0.27724987,0.036277650648360034,DL20,10,CosineGECO
42255,0.3915243,0.11042293233082708,DL20,10,CosineGECO
47210,0.44454226,0.10277079731414096,DL20,10,CosineGECO
67316,0.31541976,0.07888109650628158,DL20,10,CosineGECO
118440,0.2735044,0.011437908496732025,DL20,10,CosineGECO
121171,0.24996348,0.0,DL20,10,CosineGECO
135802,0.27369756,0.12198083778966132,DL20,10,CosineGECO
141630,0.4479534,0.07952124487206946,DL20,10,CosineGECO
156498,0.3046424,0.030627325890483788,DL20,10,CosineGECO
169208,0.3190623,0.0551027969378353,DL20,10,CosineGECO
174463,0.32105258,0.04348776223776224,DL20,10,CosineGECO
258062,0.4291784,0.0843802445541576,DL20,10,CosineGECO
324585,0.35406598,0.05900700748526836,DL20,10,CosineGECO
330975,0.3852804,0.0706448928645725,DL20,10,CosineGECO
332593,0.3239375,0.06606497174373066,DL20,10,CosineGECO
336901,0.32296842,0.04931850012732365,DL20,10,CosineGECO
390360,0.48473486,0.1422990897990898,DL20,10,CosineGECO
405163,0.4080879,0.06269553975436329,DL20,10,CosineGECO
555530,0.4951737,0.09071492383792154,DL20,10,CosineGECO
583468,0.2664802,0.10591093117408908,DL20,10,CosineGECO
640502,0.35762742,0.08286686654306792,DL20,10,CosineGECO
673670,0.23811531,0.11196311858076564,DL20,10,CosineGECO
701453,0.2567621,0.12068277310924369,DL20,10,CosineGECO
730539,0.27624953,0.06586947538185928,DL20,10,CosineGECO
768208,0.24114294,0.047955465587044534,DL20,10,CosineGECO
877809,0.32313806,0.11133704693998811,DL20,10,CosineGECO
911232,0.182485,0.06435804533630621,DL20,10,CosineGECO
914916,0.43478647,0.07871125490623404,DL20,10,CosineGECO
938400,0.15599456,0.0038461538461538464,DL20,10,CosineGECO
940547,0.23830816,0.03281084656084656,DL20,10,CosineGECO
997622,0.32482263,0.14256763231608433,DL20,10,CosineGECO
1030303,0.19630127,0.07431077694235588,DL20,10,CosineGECO
1037496,0.21089879,0.061514400632047696,DL20,10,CosineGECO
1043135,0.20998494,0.06404331779331779,DL20,10,CosineGECO
1051399,0.25664932,0.13081045373615036,DL20,10,CosineGECO
1064670,0.23538215,0.013247863247863248,DL20,10,CosineGECO
1071750,0.2388676,0.10595957532170346,DL20,10,CosineGECO
1105792,0.21568553,0.0,DL20,10,CosineGECO
1106979,0.13160898,0.013025210084033612,DL20,10,CosineGECO
1108651,0.3179155,0.06488549974227724,DL20,10,CosineGECO
1109707,0.31506276,0.03851512937190686,DL20,10,CosineGECO
1110678,0.22618923,0.09416537667698657,DL20,10,CosineGECO
1113256,0.3262976,0.10279396764226485,DL20,10,CosineGECO
1115210,0.1449841,0.06416901510941758,DL20,10,CosineGECO
1116380,0.33654994,0.09544078857159352,DL20,10,CosineGECO
1121353,0.25739083,0.06853470524947605,DL20,10,CosineGECO
1122767,0.3167084,0.017083333333333332,DL20,10,CosineGECO
1127540,0.11982387,0.12468381291910705,DL20,10,CosineGECO
1131069,0.21849056,0.011437908496732025,DL20,10,CosineGECO
1132532,0.37613404,0.07487108937337769,DL20,10,CosineGECO
1133579,0.3287701,0.023146845694799658,DL20,10,CosineGECO
1136043,0.23867062,0.2603808936161877,DL20,10,CosineGECO
1136047,0.28045654,0.2008330493708741,DL20,10,CosineGECO
1136962,0.28554425,0.057847841336805685,DL20,10,CosineGECO
23849,0.28758413,0.037569921179761,DL20,10,CorrelationGECO
42255,0.3835067,0.15890622335890878,DL20,10,CorrelationGECO
47210,0.43383035,0.09622260049891629,DL20,10,CorrelationGECO
67316,0.3192111,0.07096114841470878,DL20,10,CorrelationGECO
118440,0.26168287,0.02316849816849817,DL20,10,CorrelationGECO
121171,0.1274951,0.0,DL20,10,CorrelationGECO
135802,0.21960291,0.050547491723962314,DL20,10,CorrelationGECO
141630,0.46757716,0.09874453646192775,DL20,10,CorrelationGECO
156498,0.31162548,0.032380890952872374,DL20,10,CorrelationGECO
169208,0.39549035,0.09272759103641456,DL20,10,CorrelationGECO
174463,0.34258604,0.04840656565656566,DL20,10,CorrelationGECO
258062,0.5056715,0.11593228510619816,DL20,10,CorrelationGECO
324585,0.3124014,0.07535569801042948,DL20,10,CorrelationGECO
330975,0.39434657,0.08456602893673831,DL20,10,CorrelationGECO
332593,0.40445948,0.07782561145947874,DL20,10,CorrelationGECO
336901,0.3466979,0.06892857142857142,DL20,10,CorrelationGECO
390360,0.34554675,0.04159090909090909,DL20,10,CorrelationGECO
405163,0.47533208,0.08674486461251167,DL20,10,CorrelationGECO
555530,0.42780408,0.07299603174603174,DL20,10,CorrelationGECO
583468,0.28189057,0.11310170221934927,DL20,10,CorrelationGECO
640502,0.4036301,0.06273193710264649,DL20,10,CorrelationGECO
673670,0.24208084,0.11143503555268261,DL20,10,CorrelationGECO
701453,0.26885384,0.11532673595754091,DL20,10,CorrelationGECO
730539,0.29087788,0.061290602672181616,DL20,10,CorrelationGECO
768208,0.21645382,0.06134803921568628,DL20,10,CorrelationGECO
877809,0.3151237,0.12066193670450635,DL20,10,CorrelationGECO
911232,0.17762896,0.08495707915273133,DL20,10,CorrelationGECO
914916,0.39953732,0.08644964684438369,DL20,10,CorrelationGECO
938400,0.24105707,0.018347961406784935,DL20,10,CorrelationGECO
940547,0.2295217,0.03686105360018403,DL20,10,CorrelationGECO
997622,0.29166365,0.13423322119916548,DL20,10,CorrelationGECO
1030303,0.15316275,0.07113858363858364,DL20,10,CorrelationGECO
1037496,0.23863122,0.06794476836036938,DL20,10,CorrelationGECO
1043135,0.25365025,0.05744892963933211,DL20,10,CorrelationGECO
1051399,0.28962168,0.10729102167182662,DL20,10,CorrelationGECO
1064670,0.23342152,0.02595238095238095,DL20,10,CorrelationGECO
1071750,0.16019943,0.04055797101449275,DL20,10,CorrelationGECO
1105792,0.12229335,0.0,DL20,10,CorrelationGECO
1106979,0.17391525,0.010818713450292398,DL20,10,CorrelationGECO
1108651,0.30315349,0.0691612485319579,DL20,10,CorrelationGECO
1109707,0.29270002,0.02929944309739706,DL20,10,CorrelationGECO
1110678,0.20793012,0.08552631578947369,DL20,10,CorrelationGECO
1113256,0.32658812,0.12214162858125706,DL20,10,CorrelationGECO
1115210,0.21024048,0.07262725406688256,DL20,10,CorrelationGECO
1116380,0.23916456,0.10199978074900676,DL20,10,CorrelationGECO
1121353,0.21602388,0.08349643539919285,DL20,10,CorrelationGECO
1122767,0.27926463,0.015178571428571427,DL20,10,CorrelationGECO
1127540,0.12496911,0.09167790542790542,DL20,10,CorrelationGECO
